season,eliminator,id,inning,batting_team,bowling_team,runs,extras,deliveries,wickets,dots,singles,doubles,threes,fours,sixers,extra_deliveries,bowled,catches,run_outs
2015,N,829735,2,Rajasthan Royals,Chennai Super Kings,156,1,110,2,30,52,10,0,12,6,1,1,0,0
2015,N,829737,1,Mumbai Indians,Royal Challengers Bangalore,192,17,120,7,48,32,4,0,23,10,8,1,4,1
2015,N,829737,2,Royal Challengers Bangalore,Mumbai Indians,175,16,120,7,50,35,6,0,20,8,14,3,3,1
2015,N,829739,1,Delhi Capitals,Kolkata Knight Riders,133,13,120,8,51,45,3,0,13,5,6,2,4,1
2015,N,829739,2,Kolkata Knight Riders,Delhi Capitals,140,7,109,4,36,48,4,0,18,2,3,1,3,0
2015,Y,829741,1,Rajasthan Royals,Kings XI Punjab,181,10,120,6,36,46,10,1,16,8,6,1,4,0
2015,Y,829741,2,Kings XI Punjab,Rajasthan Royals,186,5,120,6,36,39,18,1,12,10,1,1,3,2
2015,N,829743,1,Sunrisers Hyderabad,Kolkata Knight Riders,172,4,120,4,38,47,10,1,15,7,2,1,3,0
2015,N,829743,2,Kolkata Knight Riders,Sunrisers Hyderabad,98,3,72,4,22,34,5,0,6,5,2,1,3,0
2015,N,829745,1,Chennai Super Kings,Royal Challengers Bangalore,171,10,120,8,51,34,3,1,17,10,3,1,7,0
2015,N,829745,2,Royal Challengers Bangalore,Chennai Super Kings,148,6,120,8,49,43,6,1,12,7,1,1,6,1
2015,N,829747,1,Delhi Capitals,Mumbai Indians,182,8,120,4,39,49,7,0,13,11,7,1,3,0
2015,N,829747,2,Mumbai Indians,Delhi Capitals,142,11,120,9,54,37,7,1,13,6,8,0,8,0
2015,N,829749,1,Rajasthan Royals,Royal Challengers Bangalore,126,4,120,9,43,58,5,0,10,3,3,4,4,1
2015,N,829749,2,Royal Challengers Bangalore,Rajasthan Royals,129,5,97,1,26,45,10,0,10,4,0,0,1,0
2015,N,829751,1,Mumbai Indians,Sunrisers Hyderabad,147,10,120,8,42,51,7,0,16,3,9,2,6,0
2015,N,829751,2,Sunrisers Hyderabad,Mumbai Indians,132,5,120,8,52,38,11,1,14,2,3,1,7,0
2015,N,829753,1,Chennai Super Kings,Kings XI Punjab,180,12,120,3,44,35,12,1,19,7,6,1,1,1
2015,N,829753,2,Kings XI Punjab,Chennai Super Kings,87,8,120,9,60,45,5,0,5,2,2,1,7,0
2015,N,829757,1,Delhi Capitals,Royal Challengers Bangalore,87,8,110,10,54,41,4,0,8,1,6,4,4,1
2015,N,829757,2,Royal Challengers Bangalore,Delhi Capitals,97,2,63,0,23,23,1,0,12,4,2,0,0,0
2015,N,829759,1,Sunrisers Hyderabad,Kings XI Punjab,149,1,120,6,42,51,6,0,17,3,0,1,5,0
2015,N,829759,2,Kings XI Punjab,Sunrisers Hyderabad,123,7,120,9,41,54,13,1,7,2,5,4,4,1
2015,N,829761,1,Kolkata Knight Riders,Delhi Capitals,159,12,120,7,45,41,9,0,16,6,5,2,4,1
2015,N,829761,2,Delhi Capitals,Kolkata Knight Riders,151,7,120,6,46,49,2,0,14,7,5,2,4,0
2015,N,829763,1,Royal Challengers Bangalore,NA,184,16,120,7,42,34,9,0,25,5,8,1,3,3
2015,N,829765,1,Chennai Super Kings,Kolkata Knight Riders,122,12,120,6,52,44,6,0,12,3,7,2,3,1
2015,N,829765,2,Kolkata Knight Riders,Chennai Super Kings,127,5,120,9,50,46,6,1,12,3,3,2,6,1
2015,N,829767,1,Kings XI Punjab,Delhi Capitals,110,8,120,8,52,54,1,0,9,3,3,2,6,0
2015,N,829767,2,Delhi Capitals,Kings XI Punjab,111,8,83,1,26,37,3,0,11,4,6,0,1,0
2015,N,829769,1,Mumbai Indians,Rajasthan Royals,178,9,120,5,34,50,10,0,17,6,5,1,3,0
2015,N,829769,2,Rajasthan Royals,Mumbai Indians,167,12,120,7,32,57,8,1,15,5,8,1,5,1
2015,N,829771,1,Kolkata Knight Riders,Royal Challengers Bangalore,103,8,60,4,17,21,3,0,11,5,5,0,3,1
2015,N,829771,2,Royal Challengers Bangalore,Kolkata Knight Riders,111,4,58,3,14,25,4,0,6,9,4,1,2,0
2015,N,829773,1,Sunrisers Hyderabad,Chennai Super Kings,187,5,120,7,38,48,4,1,23,5,4,1,4,1
2015,N,829773,2,Chennai Super Kings,Sunrisers Hyderabad,163,7,120,6,34,55,7,0,16,5,4,3,2,1
2015,N,829775,1,Mumbai Indians,Kings XI Punjab,167,5,120,3,39,40,16,1,17,4,2,0,3,0
2015,N,829775,2,Kings XI Punjab,Mumbai Indians,137,12,120,7,36,53,10,2,10,3,3,0,4,3
2015,N,829777,1,Rajasthan Royals,Delhi Capitals,181,8,120,2,39,35,18,0,20,5,4,0,2,0
2015,N,829777,2,Delhi Capitals,Rajasthan Royals,160,15,120,7,51,32,11,2,13,8,11,2,5,0
2015,N,829779,1,Chennai Super Kings,Royal Challengers Bangalore,143,5,120,9,47,47,9,0,12,5,5,4,4,1
2015,N,829779,2,Royal Challengers Bangalore,Chennai Super Kings,122,2,118,10,56,35,9,1,15,1,1,1,7,2
2015,N,829781,1,Kolkata Knight Riders,Sunrisers Hyderabad,160,7,120,7,37,48,11,1,16,3,1,2,4,1
2015,N,829781,2,Sunrisers Hyderabad,Kolkata Knight Riders,128,4,120,9,49,54,3,0,8,6,4,2,4,2
2015,N,829783,1,Delhi Capitals,Mumbai Indians,148,4,120,6,51,39,5,1,15,6,1,0,4,0
2015,N,829783,2,Mumbai Indians,Delhi Capitals,144,9,117,5,41,53,5,1,9,7,6,3,2,0
2015,N,829785,1,Royal Challengers Bangalore,Kings XI Punjab,215,11,120,3,38,44,3,0,14,18,8,2,0,0
2015,N,829785,2,Kings XI Punjab,Royal Challengers Bangalore,79,9,82,10,44,23,3,0,8,3,2,7,2,0
2015,N,829787,1,Sunrisers Hyderabad,Rajasthan Royals,186,15,120,4,41,39,9,1,21,7,6,2,2,0
2015,N,829787,2,Rajasthan Royals,Sunrisers Hyderabad,187,7,120,7,41,37,9,0,18,10,1,2,5,0
2015,N,829789,1,Chennai Super Kings,Mumbai Indians,152,6,120,5,46,45,9,1,14,5,2,0,4,1
2015,N,829789,2,Mumbai Indians,Chennai Super Kings,157,2,116,4,39,48,9,1,10,8,1,0,3,1
2015,N,829791,1,Kings XI Punjab,Kolkata Knight Riders,174,9,120,5,40,45,8,1,11,11,3,2,1,0
2015,N,829791,2,Kolkata Knight Riders,Kings XI Punjab,177,7,119,9,40,47,1,0,20,8,4,1,6,2
2015,N,829793,1,Sunrisers Hyderabad,Delhi Capitals,159,4,120,4,39,45,18,2,9,6,3,0,4,0
2015,N,829793,2,Delhi Capitals,Sunrisers Hyderabad,153,4,120,4,48,39,7,0,19,4,1,1,1,0
2015,N,829795,1,Royal Challengers Bangalore,Mumbai Indians,228,7,120,1,27,47,11,0,26,9,5,0,1,0
2015,N,829795,2,Mumbai Indians,Royal Challengers Bangalore,192,4,120,7,36,48,9,0,15,11,3,0,5,1
2015,N,829797,1,Chennai Super Kings,Rajasthan Royals,149,8,120,5,46,46,7,1,14,5,3,0,4,1
2015,N,829797,2,Rajasthan Royals,Chennai Super Kings,139,6,120,9,40,55,9,1,11,2,4,1,8,0
2015,N,829799,1,Sunrisers Hyderabad,Kings XI Punjab,180,5,120,5,41,46,6,1,16,9,4,0,3,1
2015,N,829799,2,Kings XI Punjab,Sunrisers Hyderabad,173,7,120,7,43,45,6,0,11,12,4,0,7,0
2015,N,829801,1,Chennai Super Kings,Delhi Capitals,112,7,120,6,56,40,7,0,10,3,0,2,4,0
2015,N,829801,2,Delhi Capitals,Chennai Super Kings,120,0,100,4,43,36,3,0,15,3,0,1,3,0
2015,N,829803,1,Kings XI Punjab,Royal Challengers Bangalore,102,4,60,6,13,27,5,1,8,5,3,1,4,0
2015,N,829803,2,Royal Challengers Bangalore,Kings XI Punjab,76,8,60,6,15,27,6,0,6,2,3,1,5,0
2015,N,829805,1,Mumbai Indians,Kolkata Knight Riders,161,10,120,4,41,49,7,0,18,4,9,1,3,0
2015,N,829805,2,Kolkata Knight Riders,Mumbai Indians,158,8,120,7,42,46,9,0,19,3,7,1,5,1
2015,N,829807,1,Sunrisers Hyderabad,Royal Challengers Bangalore,128,7,66,3,11,27,10,0,10,6,4,0,3,0
2015,N,829807,2,Royal Challengers Bangalore,Sunrisers Hyderabad,82,1,35,4,9,8,5,0,7,6,1,0,3,1
2015,N,829809,1,Kings XI Punjab,Chennai Super Kings,121,9,120,7,54,43,5,0,11,4,3,1,5,0
2015,N,829809,2,Chennai Super Kings,Kings XI Punjab,128,6,101,3,36,40,8,2,12,3,5,2,1,0
2015,N,829811,1,Rajasthan Royals,Kolkata Knight Riders,189,10,120,6,33,52,8,1,18,7,5,0,4,2
2015,N,829811,2,Kolkata Knight Riders,Rajasthan Royals,164,26,120,9,43,44,4,0,22,4,14,0,9,0
2015,N,829813,1,Delhi Capitals,Royal Challengers Bangalore,181,6,120,5,31,55,8,0,14,9,3,0,4,1
2015,N,829813,2,Royal Challengers Bangalore,Delhi Capitals,2,0,7,0,5,2,0,0,0,0,0,0,0,0
2015,N,829815,1,Sunrisers Hyderabad,Mumbai Indians,107,6,120,10,49,51,9,0,8,1,4,2,6,1
2015,N,829815,2,Mumbai Indians,Sunrisers Hyderabad,106,8,83,1,32,30,3,0,13,3,5,0,1,0
2015,N,829817,1,Mumbai Indians,Chennai Super Kings,178,9,120,6,42,48,7,0,11,12,9,0,6,0
2015,N,829817,2,Chennai Super Kings,Mumbai Indians,154,8,114,10,33,56,6,0,11,7,5,2,6,1
2015,N,829819,1,Royal Challengers Bangalore,Rajasthan Royals,168,12,120,4,43,40,10,0,15,8,5,1,1,1
2015,N,829819,2,Rajasthan Royals,Royal Challengers Bangalore,106,3,114,10,51,42,10,0,11,0,3,1,7,1
2015,N,829821,1,Royal Challengers Bangalore,Chennai Super Kings,132,7,120,8,54,38,10,0,11,5,5,1,5,1
2015,N,829821,2,Chennai Super Kings,Royal Challengers Bangalore,133,7,119,7,39,55,9,2,9,3,3,2,4,1
2015,N,829823,1,Mumbai Indians,Chennai Super Kings,196,6,120,5,40,40,10,0,16,12,1,1,3,1
2015,N,829823,2,Chennai Super Kings,Mumbai Indians,154,7,120,8,50,39,7,0,16,6,5,2,5,0
2016,N,980901,1,Mumbai Indians,Rising Pune Supergiant,108,13,120,8,66,34,4,0,12,3,6,3,5,0
2016,N,980901,2,Rising Pune Supergiant,Mumbai Indians,121,5,88,1,38,26,7,0,8,8,4,1,0,0
2016,N,980903,1,Delhi Capitals,Kolkata Knight Riders,86,12,106,10,66,25,3,0,8,3,4,3,6,0
2016,N,980903,2,Kolkata Knight Riders,Delhi Capitals,88,11,85,1,42,26,1,0,15,0,5,0,1,0
2016,N,980905,1,Kings XI Punjab,Gujarat Lions,154,7,120,6,39,46,14,0,14,4,4,3,3,0
2016,N,980905,2,Gujarat Lions,Kings XI Punjab,156,6,106,5,31,43,5,1,22,2,3,0,2,1
2016,N,980907,1,Royal Challengers Bangalore,Sunrisers Hyderabad,220,7,120,4,35,45,4,1,19,14,5,2,2,0
2016,N,980907,2,Sunrisers Hyderabad,Royal Challengers Bangalore,171,11,120,6,47,37,10,0,15,9,5,2,4,0
2016,N,980909,1,Kolkata Knight Riders,Mumbai Indians,177,10,120,5,29,53,16,0,11,8,7,1,2,1
2016,N,980909,2,Mumbai Indians,Kolkata Knight Riders,178,10,115,4,38,42,7,0,17,9,4,0,3,1
2016,N,980911,1,Rising Pune Supergiant,Gujarat Lions,161,2,120,5,39,47,13,0,13,6,0,3,1,0
2016,N,980911,2,Gujarat Lions,Rising Pune Supergiant,149,15,108,3,35,39,7,1,14,6,5,0,2,0
2016,N,980913,1,Kings XI Punjab,Delhi Capitals,107,4,120,9,67,29,8,2,11,2,3,3,3,2
2016,N,980913,2,Delhi Capitals,Kings XI Punjab,103,10,81,2,31,27,5,0,12,3,3,1,1,0
2016,N,980915,1,Sunrisers Hyderabad,Kolkata Knight Riders,134,8,120,7,48,43,11,1,9,5,5,1,5,1
2016,N,980915,2,Kolkata Knight Riders,Sunrisers Hyderabad,141,5,110,2,36,48,7,1,16,2,5,2,0,0
2016,N,980917,1,Mumbai Indians,Gujarat Lions,133,10,120,8,55,35,12,0,11,5,7,1,5,1
2016,N,980917,2,Gujarat Lions,Mumbai Indians,136,11,120,7,47,42,10,0,14,3,4,0,7,0
2016,N,980919,1,Rising Pune Supergiant,Kings XI Punjab,141,11,120,7,38,49,10,0,18,0,3,1,4,1
2016,N,980919,2,Kings XI Punjab,Rising Pune Supergiant,151,2,112,4,36,47,10,0,15,4,2,2,2,0
2016,N,980921,1,Royal Challengers Bangalore,Delhi Capitals,182,9,120,5,30,54,5,0,19,7,1,0,4,1
2016,N,980921,2,Delhi Capitals,Royal Challengers Bangalore,178,14,115,3,32,45,10,0,22,4,7,0,3,0
2016,N,980923,1,Mumbai Indians,Sunrisers Hyderabad,134,8,120,6,47,46,11,0,9,5,6,2,3,1
2016,N,980923,2,Sunrisers Hyderabad,Mumbai Indians,140,5,105,3,35,39,12,1,11,5,3,1,2,0
2016,N,980925,1,Kings XI Punjab,Kolkata Knight Riders,131,7,120,8,43,49,12,2,10,2,5,1,6,1
2016,N,980925,2,Kolkata Knight Riders,Kings XI Punjab,133,8,103,4,30,45,8,0,18,0,3,2,2,0
2016,N,980927,1,Royal Challengers Bangalore,Mumbai Indians,157,13,120,7,41,47,10,0,12,7,6,0,5,1
2016,N,980927,2,Mumbai Indians,Royal Challengers Bangalore,167,4,108,4,36,44,1,1,16,8,3,0,4,0
2016,N,980929,1,Gujarat Lions,Sunrisers Hyderabad,130,5,120,8,36,60,10,0,11,1,3,2,6,0
2016,N,980929,2,Sunrisers Hyderabad,Gujarat Lions,127,10,89,0,21,37,14,2,14,0,5,0,0,0
2016,N,980931,1,Royal Challengers Bangalore,Rising Pune Supergiant,173,12,120,3,27,65,8,0,14,6,8,0,3,0
2016,N,980931,2,Rising Pune Supergiant,Royal Challengers Bangalore,165,7,120,9,34,53,12,0,16,4,6,0,6,1
2016,N,980933,1,Delhi Capitals,Mumbai Indians,152,12,120,4,33,60,7,0,12,5,9,0,4,0
2016,N,980933,2,Mumbai Indians,Delhi Capitals,151,3,120,7,40,53,7,0,15,4,2,3,1,3
2016,N,980935,1,Kings XI Punjab,Sunrisers Hyderabad,138,5,120,6,47,48,9,0,9,6,3,1,4,1
2016,N,980935,2,Sunrisers Hyderabad,Kings XI Punjab,141,5,107,5,39,42,7,0,14,4,5,0,3,2
2016,N,980937,1,Royal Challengers Bangalore,Gujarat Lions,177,3,120,2,27,60,9,1,18,4,2,0,2,0
2016,N,980937,2,Gujarat Lions,Royal Challengers Bangalore,168,14,117,4,31,51,13,0,14,5,7,0,3,0
2016,N,980939,1,Rising Pune Supergiant,Kolkata Knight Riders,154,6,120,5,34,57,10,1,8,7,0,3,0,1
2016,N,980939,2,Kolkata Knight Riders,Rising Pune Supergiant,152,10,117,8,40,56,2,0,11,8,7,5,2,1
2016,N,980941,1,Mumbai Indians,Kings XI Punjab,184,5,120,6,33,52,9,0,18,7,4,1,5,0
2016,N,980941,2,Kings XI Punjab,Mumbai Indians,159,5,120,7,33,55,15,0,10,5,3,4,3,0
2016,N,980943,1,Sunrisers Hyderabad,Rising Pune Supergiant,110,8,120,8,54,43,11,1,6,3,3,1,6,1
2016,N,980943,2,Rising Pune Supergiant,Sunrisers Hyderabad,81,13,66,3,31,15,5,0,11,2,7,0,3,0
2016,N,980945,1,Gujarat Lions,Delhi Capitals,169,3,120,6,35,53,9,0,14,7,1,2,4,0
2016,N,980945,2,Delhi Capitals,Gujarat Lions,168,3,120,5,39,48,11,0,11,9,1,0,4,0
2016,N,980947,1,Kolkata Knight Riders,Mumbai Indians,173,1,120,5,30,53,14,2,17,3,0,1,3,0
2016,N,980947,2,Mumbai Indians,Kolkata Knight Riders,173,5,108,4,37,41,3,0,18,9,5,1,3,0
2016,N,980949,1,Rising Pune Supergiant,Gujarat Lions,188,7,120,3,27,54,16,0,15,7,5,1,0,2
2016,N,980949,2,Gujarat Lions,Rising Pune Supergiant,189,7,120,7,30,48,16,1,22,3,7,2,3,2
2016,N,980951,1,Delhi Capitals,Kolkata Knight Riders,176,10,120,8,35,44,14,0,17,6,3,5,2,1
2016,N,980951,2,Kolkata Knight Riders,Delhi Capitals,146,13,111,10,31,52,8,0,13,4,6,1,6,2
2016,N,980953,1,Sunrisers Hyderabad,Royal Challengers Bangalore,189,5,120,5,36,51,4,2,18,8,4,0,3,1
2016,N,980953,2,Royal Challengers Bangalore,Sunrisers Hyderabad,176,3,120,6,30,54,15,0,14,6,2,0,5,1
2016,N,980955,1,Kings XI Punjab,Gujarat Lions,150,4,119,10,38,45,18,1,15,1,3,3,5,1
2016,N,980955,2,Gujarat Lions,Kings XI Punjab,127,4,120,9,48,46,11,1,11,2,3,4,4,1
2016,N,980957,1,Rising Pune Supergiant,Mumbai Indians,151,8,120,5,42,49,10,2,10,6,7,0,5,0
2016,N,980957,2,Mumbai Indians,Rising Pune Supergiant,155,6,111,2,33,45,10,0,15,5,2,0,2,0
2016,N,980959,1,Royal Challengers Bangalore,Kolkata Knight Riders,181,4,120,7,37,50,8,0,18,7,4,1,4,1
2016,N,980959,2,Kolkata Knight Riders,Royal Challengers Bangalore,170,19,115,5,34,48,8,0,13,9,9,2,3,0
2016,N,980961,1,Gujarat Lions,Delhi Capitals,143,6,120,7,43,42,15,1,14,2,3,3,2,1
2016,N,980961,2,Delhi Capitals,Gujarat Lions,147,3,104,2,32,44,6,1,16,4,2,0,2,0
2016,N,980963,1,Kolkata Knight Riders,Kings XI Punjab,159,5,120,3,29,65,6,0,13,5,3,0,0,3
2016,N,980963,2,Kings XI Punjab,Kolkata Knight Riders,145,12,120,9,46,41,10,0,12,6,4,3,4,2
2016,N,980965,1,Delhi Capitals,Rising Pune Supergiant,154,8,120,7,38,56,9,0,10,6,7,1,4,2
2016,N,980965,2,Rising Pune Supergiant,Delhi Capitals,155,11,115,3,30,61,6,0,11,6,6,0,2,0
2016,N,980967,1,Gujarat Lions,Sunrisers Hyderabad,121,5,120,6,49,49,11,0,8,3,5,0,5,0
2016,N,980967,2,Sunrisers Hyderabad,Gujarat Lions,123,6,114,5,49,35,12,0,13,2,3,0,5,0
2016,N,980969,1,Rising Pune Supergiant,Royal Challengers Bangalore,184,7,120,6,39,45,7,1,20,7,6,1,3,1
2016,N,980969,2,Royal Challengers Bangalore,Rising Pune Supergiant,189,6,117,3,28,52,7,0,14,11,1,1,2,0
2016,N,980971,1,Kings XI Punjab,Delhi Capitals,173,8,120,5,32,49,17,0,15,5,3,1,3,1
2016,N,980971,2,Delhi Capitals,Kings XI Punjab,163,9,120,5,34,44,17,1,13,5,2,0,5,0
2016,N,980973,1,Sunrisers Hyderabad,Mumbai Indians,172,5,120,3,37,47,9,1,20,4,3,0,2,0
2016,N,980973,2,Mumbai Indians,Sunrisers Hyderabad,86,6,99,10,51,32,4,0,10,1,4,2,8,0
2016,N,980975,1,Kolkata Knight Riders,Gujarat Lions,152,6,120,4,43,46,10,0,14,5,3,1,3,0
2016,N,980975,2,Gujarat Lions,Kolkata Knight Riders,159,5,108,5,44,35,3,0,19,7,1,1,2,1
2016,N,980977,1,Royal Challengers Bangalore,Kings XI Punjab,171,4,120,6,31,49,22,0,15,3,4,2,3,1
2016,N,980977,2,Kings XI Punjab,Royal Challengers Bangalore,169,5,120,4,28,55,13,0,19,2,2,0,2,1
2016,N,980979,1,Sunrisers Hyderabad,Rising Pune Supergiant,132,5,120,8,53,44,7,0,8,7,3,1,6,0
2016,N,980979,2,Rising Pune Supergiant,Sunrisers Hyderabad,130,3,120,8,44,54,6,0,10,4,1,0,6,2
2016,N,980981,1,Royal Challengers Bangalore,Mumbai Indians,144,7,120,4,46,47,4,1,8,9,2,0,3,1
2016,N,980981,2,Mumbai Indians,Royal Challengers Bangalore,143,10,112,4,43,47,5,0,9,8,10,0,4,0
2016,N,980983,1,Sunrisers Hyderabad,Delhi Capitals,135,11,120,8,41,56,5,0,13,2,5,3,3,1
2016,N,980983,2,Delhi Capitals,Sunrisers Hyderabad,147,3,109,3,41,41,8,0,12,7,3,1,2,0
2016,N,980985,1,Mumbai Indians,Kings XI Punjab,116,8,120,9,62,40,1,2,5,8,2,3,6,0
2016,N,980985,2,Kings XI Punjab,Mumbai Indians,116,11,102,3,37,38,9,0,12,2,4,2,1,0
2016,N,980987,1,Royal Challengers Bangalore,Gujarat Lions,244,4,120,3,34,40,8,0,16,20,2,1,2,0
2016,N,980987,2,Gujarat Lions,Royal Challengers Bangalore,92,12,112,10,56,39,2,0,9,2,8,5,4,0
2016,N,980989,1,Rising Pune Supergiant,Kolkata Knight Riders,97,6,106,6,48,37,7,2,7,2,2,1,3,1
2016,N,980989,2,Kolkata Knight Riders,Rising Pune Supergiant,56,10,30,2,9,7,2,1,6,3,4,1,0,0
2016,N,980991,1,Kings XI Punjab,Sunrisers Hyderabad,176,3,120,4,34,50,8,0,23,3,0,1,3,0
2016,N,980991,2,Sunrisers Hyderabad,Kings XI Punjab,171,9,118,3,33,53,7,0,14,7,5,0,1,1
2016,N,980993,1,Mumbai Indians,Delhi Capitals,199,7,120,4,39,42,6,3,13,14,1,1,3,0
2016,N,980993,2,Delhi Capitals,Mumbai Indians,123,3,115,10,51,43,3,0,11,5,1,4,3,3
2016,N,980995,1,Kolkata Knight Riders,Royal Challengers Bangalore,171,12,120,5,32,55,8,0,16,6,5,0,2,1
2016,N,980995,2,Royal Challengers Bangalore,Kolkata Knight Riders,183,3,112,1,35,40,11,0,15,10,2,1,0,0
2016,N,980997,1,Delhi Capitals,Rising Pune Supergiant,119,2,120,6,52,47,8,0,11,2,2,2,3,0
2016,N,980997,2,Rising Pune Supergiant,Delhi Capitals,69,7,66,1,31,21,1,0,10,1,5,0,1,0
2016,N,980999,1,Royal Challengers Bangalore,Kings XI Punjab,203,8,90,3,29,24,3,0,19,15,7,1,2,0
2016,N,980999,2,Kings XI Punjab,Royal Challengers Bangalore,114,6,84,9,26,40,1,0,12,4,5,2,6,1
2016,N,981001,1,Kolkata Knight Riders,Gujarat Lions,117,7,120,8,53,49,2,0,10,4,5,1,6,1
2016,N,981001,2,Gujarat Lions,Kolkata Knight Riders,108,17,81,4,30,30,5,0,11,4,8,2,1,1
2016,N,981003,1,Sunrisers Hyderabad,Delhi Capitals,155,3,120,7,38,47,15,0,15,3,1,1,3,3
2016,N,981003,2,Delhi Capitals,Sunrisers Hyderabad,147,14,120,4,38,49,12,0,14,3,6,0,3,1
2016,N,981005,1,Kings XI Punjab,Rising Pune Supergiant,168,4,120,7,38,52,8,0,13,8,3,2,5,0
2016,N,981005,2,Rising Pune Supergiant,Kings XI Punjab,165,8,120,6,46,42,8,1,14,8,7,0,5,0
2016,N,981007,1,Mumbai Indians,Gujarat Lions,164,8,120,8,45,44,5,0,16,7,5,0,7,0
2016,N,981007,2,Gujarat Lions,Mumbai Indians,167,6,107,4,37,37,2,0,24,5,4,2,2,0
2016,N,981009,1,Kolkata Knight Riders,Sunrisers Hyderabad,167,4,120,6,28,61,12,0,13,5,3,0,6,0
2016,N,981009,2,Sunrisers Hyderabad,Kolkata Knight Riders,138,11,120,8,45,44,11,0,9,6,4,2,5,1
2016,N,981011,1,Delhi Capitals,Royal Challengers Bangalore,132,6,120,8,39,59,9,0,9,3,5,0,7,1
2016,N,981011,2,Royal Challengers Bangalore,Delhi Capitals,129,10,109,4,41,42,10,1,13,2,2,2,2,0
2016,N,981013,1,Gujarat Lions,Royal Challengers Bangalore,147,11,120,10,47,49,1,0,12,8,5,3,6,1
2016,N,981013,2,Royal Challengers Bangalore,Gujarat Lions,143,16,110,6,40,43,3,1,12,7,5,3,3,0
2016,N,981015,1,Sunrisers Hyderabad,Kolkata Knight Riders,156,6,120,8,45,46,6,0,14,7,4,3,2,1
2016,N,981015,2,Kolkata Knight Riders,Sunrisers Hyderabad,131,9,120,8,38,54,11,0,8,3,0,1,6,1
2016,N,981017,1,Gujarat Lions,Sunrisers Hyderabad,157,5,120,7,49,42,3,1,22,3,5,3,3,1
2016,N,981017,2,Sunrisers Hyderabad,Gujarat Lions,161,2,116,6,42,43,8,0,15,7,1,1,4,1
2016,N,981019,1,Sunrisers Hyderabad,Royal Challengers Bangalore,194,14,120,7,36,48,3,0,20,10,6,0,6,1
2016,N,981019,2,Royal Challengers Bangalore,Sunrisers Hyderabad,191,9,120,7,36,43,11,0,12,13,4,2,3,2
2017,N,1082591,1,Sunrisers Hyderabad,Royal Challengers Bangalore,200,7,120,4,26,57,9,1,17,9,5,1,3,0
2017,N,1082591,2,Royal Challengers Bangalore,Sunrisers Hyderabad,166,6,118,10,44,43,7,0,15,8,5,2,6,2
2017,N,1082592,1,Mumbai Indians,Rising Pune Supergiant,176,8,120,8,41,49,4,0,12,11,5,3,3,1
2017,N,1082592,2,Rising Pune Supergiant,Mumbai Indians,183,4,119,3,29,55,10,0,18,6,3,0,3,0
2017,N,1082593,1,Gujarat Lions,Kolkata Knight Riders,179,4,120,4,35,51,6,0,20,6,2,1,3,0
2017,N,1082593,2,Kolkata Knight Riders,Gujarat Lions,169,15,89,0,21,33,8,0,18,8,7,0,0,0
2017,N,1082594,1,Rising Pune Supergiant,Kings XI Punjab,157,6,120,6,32,67,2,0,11,7,5,1,3,0
2017,N,1082594,2,Kings XI Punjab,Rising Pune Supergiant,154,10,114,4,40,50,3,0,11,9,8,1,2,0
2017,N,1082595,1,Royal Challengers Bangalore,Delhi Capitals,151,6,120,8,50,41,6,0,14,7,4,3,3,1
2017,N,1082595,2,Delhi Capitals,Royal Challengers Bangalore,137,5,120,9,47,49,6,2,10,5,4,6,2,0
2017,N,1082596,1,Gujarat Lions,Sunrisers Hyderabad,132,3,120,7,36,60,8,0,11,2,0,3,3,1
2017,N,1082596,2,Sunrisers Hyderabad,Gujarat Lions,137,3,93,1,27,39,10,0,12,5,3,0,1,0
2017,N,1082597,1,Kolkata Knight Riders,Mumbai Indians,169,9,120,7,35,55,10,0,13,6,8,2,5,0
2017,N,1082597,2,Mumbai Indians,Kolkata Knight Riders,168,12,119,6,48,35,8,1,15,9,7,3,3,0
2017,N,1082598,1,Royal Challengers Bangalore,Kings XI Punjab,144,4,120,4,53,44,5,0,6,11,3,2,2,0
2017,N,1082598,2,Kings XI Punjab,Royal Challengers Bangalore,144,6,87,2,21,39,2,1,11,9,2,2,0,0
2017,N,1082599,1,Delhi Capitals,Rising Pune Supergiant,197,8,120,4,32,47,11,0,17,10,5,2,1,1
2017,N,1082599,2,Rising Pune Supergiant,Delhi Capitals,103,5,97,10,41,37,7,0,7,4,4,0,10,0
2017,N,1082600,1,Sunrisers Hyderabad,Mumbai Indians,147,11,120,8,45,43,5,1,18,3,6,3,4,0
2017,N,1082600,2,Mumbai Indians,Sunrisers Hyderabad,155,4,112,6,39,42,5,1,16,6,1,3,3,0
2017,N,1082601,1,Kings XI Punjab,Kolkata Knight Riders,154,16,120,9,54,38,4,0,18,5,10,2,7,0
2017,N,1082601,2,Kolkata Knight Riders,Kings XI Punjab,160,11,99,2,25,44,3,0,20,5,5,1,1,0
2017,N,1082602,1,Royal Challengers Bangalore,Mumbai Indians,131,11,120,5,41,53,11,1,7,4,4,1,3,1
2017,N,1082602,2,Mumbai Indians,Royal Challengers Bangalore,132,13,113,6,41,47,6,1,7,7,6,1,5,0
2017,N,1082603,1,Rising Pune Supergiant,Gujarat Lions,166,5,120,8,37,52,9,0,15,6,4,3,5,0
2017,N,1082603,2,Gujarat Lions,Rising Pune Supergiant,167,5,108,3,41,33,6,0,20,7,4,1,1,0
